"(0, 1000, 'greedy', 0, 1)","(0, 1000, 'greedy', 0, 5)","(0, 1000, 'greedy', 0, 10)","(0, 1000, 'greedy', 0, 20)","(0, 1000, 'constant-epsilon', 0.1, 1)","(0, 1000, 'constant-epsilon', 0.1, 5)","(0, 1000, 'constant-epsilon', 0.1, 10)","(0, 1000, 'constant-epsilon', 0.1, 20)","(0, 1000, 'epsilon_greedy', 0.1, 1)","(0, 1000, 'epsilon_greedy', 0.1, 5)","(0, 1000, 'epsilon_greedy', 0.1, 10)","(0, 1000, 'epsilon_greedy', 0.1, 20)","(0, 1000, 'boltzmann_exploration', 1.5, 1)","(0, 1000, 'boltzmann_exploration', 1.5, 5)","(0, 1000, 'boltzmann_exploration', 1.5, 10)","(0, 1000, 'boltzmann_exploration', 1.5, 20)","(0.25, 1000, 'greedy', 0, 1)","(0.25, 1000, 'greedy', 0, 5)","(0.25, 1000, 'greedy', 0, 10)","(0.25, 1000, 'greedy', 0, 20)","(0.25, 1000, 'constant-epsilon', 0.1, 1)","(0.25, 1000, 'constant-epsilon', 0.1, 5)","(0.25, 1000, 'constant-epsilon', 0.1, 10)","(0.25, 1000, 'constant-epsilon', 0.1, 20)","(0.25, 1000, 'epsilon_greedy', 0.1, 1)","(0.25, 1000, 'epsilon_greedy', 0.1, 5)","(0.25, 1000, 'epsilon_greedy', 0.1, 10)","(0.25, 1000, 'epsilon_greedy', 0.1, 20)","(0.25, 1000, 'boltzmann_exploration', 1.5, 1)","(0.25, 1000, 'boltzmann_exploration', 1.5, 5)","(0.25, 1000, 'boltzmann_exploration', 1.5, 10)","(0.25, 1000, 'boltzmann_exploration', 1.5, 20)","(0.5, 1000, 'greedy', 0, 1)","(0.5, 1000, 'greedy', 0, 5)","(0.5, 1000, 'greedy', 0, 10)","(0.5, 1000, 'greedy', 0, 20)","(0.5, 1000, 'constant-epsilon', 0.1, 1)","(0.5, 1000, 'constant-epsilon', 0.1, 5)","(0.5, 1000, 'constant-epsilon', 0.1, 10)","(0.5, 1000, 'constant-epsilon', 0.1, 20)","(0.5, 1000, 'epsilon_greedy', 0.1, 1)","(0.5, 1000, 'epsilon_greedy', 0.1, 5)","(0.5, 1000, 'epsilon_greedy', 0.1, 10)","(0.5, 1000, 'epsilon_greedy', 0.1, 20)","(0.5, 1000, 'boltzmann_exploration', 1.5, 1)","(0.5, 1000, 'boltzmann_exploration', 1.5, 5)","(0.5, 1000, 'boltzmann_exploration', 1.5, 10)","(0.5, 1000, 'boltzmann_exploration', 1.5, 20)","(0.75, 1000, 'greedy', 0, 1)","(0.75, 1000, 'greedy', 0, 5)","(0.75, 1000, 'greedy', 0, 10)","(0.75, 1000, 'greedy', 0, 20)","(0.75, 1000, 'constant-epsilon', 0.1, 1)","(0.75, 1000, 'constant-epsilon', 0.1, 5)","(0.75, 1000, 'constant-epsilon', 0.1, 10)","(0.75, 1000, 'constant-epsilon', 0.1, 20)","(0.75, 1000, 'epsilon_greedy', 0.1, 1)","(0.75, 1000, 'epsilon_greedy', 0.1, 5)","(0.75, 1000, 'epsilon_greedy', 0.1, 10)","(0.75, 1000, 'epsilon_greedy', 0.1, 20)","(0.75, 1000, 'boltzmann_exploration', 1.5, 1)","(0.75, 1000, 'boltzmann_exploration', 1.5, 5)","(0.75, 1000, 'boltzmann_exploration', 1.5, 10)","(0.75, 1000, 'boltzmann_exploration', 1.5, 20)","(1, 1000, 'greedy', 0, 1)","(1, 1000, 'greedy', 0, 5)","(1, 1000, 'greedy', 0, 10)","(1, 1000, 'greedy', 0, 20)","(1, 1000, 'constant-epsilon', 0.1, 1)","(1, 1000, 'constant-epsilon', 0.1, 5)","(1, 1000, 'constant-epsilon', 0.1, 10)","(1, 1000, 'constant-epsilon', 0.1, 20)","(1, 1000, 'epsilon_greedy', 0.1, 1)","(1, 1000, 'epsilon_greedy', 0.1, 5)","(1, 1000, 'epsilon_greedy', 0.1, 10)","(1, 1000, 'epsilon_greedy', 0.1, 20)","(1, 1000, 'boltzmann_exploration', 1.5, 1)","(1, 1000, 'boltzmann_exploration', 1.5, 5)","(1, 1000, 'boltzmann_exploration', 1.5, 10)","(1, 1000, 'boltzmann_exploration', 1.5, 20)"
31.08,59.8,63.04,61.88,45.68,45.2,40.6,50.8,45.4,45.4,47.12,48.04,33.92,51.24,56.32,48.08,31.08,59.08,63.68,61.88,47.92,47.2,46.68,46.28,40.84,45.88,50.52,48.48,33.24,47.96,58.56,48.28,31.08,60.64,63.48,61.88,50.72,47.76,47.28,51.92,45.96,46.08,47.84,48.2,32.8,52.44,56.24,55.0,31.08,60.64,63.92,61.88,47.04,46.72,44.08,52.0,42.56,49.88,45.52,48.44,33.76,54.08,56.96,54.04,31.08,61.48,63.64,61.88,43.72,42.28,40.96,46.44,46.24,45.76,48.6,45.96,32.88,56.4,56.48,53.76
31.4,55.76,63.76,63.2,43.52,42.6,42.0,45.76,43.4,41.76,42.96,46.68,32.96,50.64,56.04,57.88,31.4,54.2,61.04,63.2,45.56,41.48,44.72,44.88,42.08,44.44,40.12,39.8,32.2,47.56,57.16,54.92,31.4,54.16,60.48,63.2,46.84,43.16,44.68,45.4,45.76,47.76,47.8,41.68,32.68,50.2,56.56,53.52,31.4,54.16,62.72,63.2,45.32,41.8,41.4,46.36,45.12,43.52,45.0,47.8,32.24,53.4,57.64,51.96,31.4,56.36,62.4,63.2,45.92,40.4,48.72,43.64,46.48,45.4,45.88,42.96,32.68,55.4,57.52,55.64
28.24,55.36,52.92,54.48,37.96,39.68,42.2,42.2,41.12,36.56,37.96,45.6,32.76,46.48,42.28,41.6,28.24,54.8,53.72,54.48,38.12,41.56,45.0,39.92,44.44,40.36,42.76,43.44,33.2,44.48,51.44,46.56,28.24,54.24,53.64,54.48,45.12,45.04,37.6,41.6,42.56,40.0,38.24,38.08,33.6,52.04,50.16,50.84,28.24,54.24,53.56,54.48,40.64,43.24,41.52,39.12,42.36,45.04,40.52,43.04,32.64,48.84,48.56,51.16,28.24,53.6,53.44,54.48,41.08,35.76,45.68,40.64,43.88,41.92,43.4,35.96,35.08,48.08,52.04,46.56
34.32,59.04,60.52,60.32,44.64,44.84,45.84,46.68,49.96,45.68,46.92,49.8,34.04,44.08,49.16,46.56,34.32,58.68,61.44,60.32,51.68,47.28,44.68,48.4,52.08,46.12,48.12,47.36,33.8,44.28,51.24,54.76,34.32,59.48,60.92,60.32,52.36,46.92,43.96,50.16,50.84,44.76,44.2,42.4,34.12,49.24,52.24,53.76,34.32,59.48,61.0,60.32,49.28,45.32,46.4,47.72,44.72,48.56,46.68,47.72,33.64,46.24,56.48,54.12,34.32,60.24,60.72,60.32,49.48,42.64,49.04,46.04,51.88,44.36,43.68,46.64,33.72,54.56,58.12,52.96
32.2,61.88,60.28,61.84,46.12,35.28,42.72,42.32,43.76,37.68,44.72,37.12,34.32,45.24,51.16,50.6,32.2,60.92,58.88,61.84,45.2,41.48,45.24,42.4,41.04,42.44,45.08,43.0,33.48,43.04,49.6,47.6,32.2,60.24,59.0,61.84,47.32,39.96,45.04,46.44,43.44,40.92,41.24,41.64,33.36,51.2,54.2,55.68,32.2,60.24,59.36,61.84,47.4,45.12,42.52,41.88,43.52,40.4,38.6,40.2,34.4,42.76,51.16,55.76,32.2,59.8,59.12,61.84,44.64,41.24,43.52,42.76,47.8,43.64,44.32,41.12,35.96,49.4,53.24,56.48
28.96,53.04,56.0,57.36,42.8,35.36,38.12,36.72,43.68,37.52,38.6,38.24,33.36,43.96,47.72,45.88,28.96,53.12,55.28,57.36,44.0,38.72,42.52,41.24,45.72,43.68,37.08,36.4,33.28,45.4,54.04,47.88,28.96,52.44,55.56,57.36,43.44,36.24,42.32,44.32,43.64,39.48,39.64,39.56,33.32,45.36,50.0,49.4,28.96,52.44,54.96,57.36,40.88,40.08,42.48,41.12,40.64,41.36,41.68,41.2,33.48,50.28,52.04,46.84,28.96,53.72,55.04,57.36,43.6,40.6,39.0,39.92,42.96,44.88,44.6,38.44,33.48,45.6,53.4,45.56
31.64,57.8,60.44,60.28,45.0,40.6,46.12,40.0,44.24,41.24,45.04,41.56,34.08,44.72,51.76,47.88,31.64,56.92,58.44,60.28,46.04,40.2,44.32,49.24,46.12,47.44,43.08,43.48,34.12,43.2,52.6,49.28,31.64,56.76,58.08,60.28,47.16,43.88,43.48,44.96,44.84,44.92,46.28,45.44,34.24,49.12,55.24,53.12,31.64,56.76,58.96,59.92,46.2,39.96,43.92,44.6,45.08,45.36,44.92,47.2,34.56,44.0,55.52,50.6,31.64,56.6,59.08,60.28,44.44,46.0,42.96,45.72,47.68,42.64,50.32,41.76,34.4,50.0,53.72,51.64
32.08,53.12,55.0,54.96,37.48,36.04,40.0,40.52,39.36,34.24,41.0,39.8,34.28,45.08,47.32,46.76,32.08,53.24,56.32,54.96,38.72,34.72,37.96,39.52,43.0,34.64,39.16,32.52,35.96,45.92,50.68,47.68,32.08,55.52,53.48,54.96,38.84,38.36,37.52,36.88,36.84,36.56,40.68,34.8,35.72,45.72,48.32,45.0,32.08,55.52,53.32,54.28,38.8,31.76,40.08,37.24,40.64,39.6,38.48,40.96,36.68,48.44,51.76,53.28,32.08,56.32,53.16,54.96,37.12,36.0,37.32,37.36,40.52,36.12,39.84,33.84,34.52,49.44,54.68,44.08
32.0,63.56,66.84,67.64,45.72,42.52,45.44,50.04,49.96,42.6,47.12,49.28,35.88,47.48,55.12,54.32,32.0,63.04,66.4,67.64,52.32,49.56,47.92,51.84,49.84,47.36,49.44,46.36,34.52,52.32,57.64,59.28,32.0,63.68,66.8,67.64,51.28,48.56,47.64,47.44,45.0,50.28,47.08,46.72,34.28,54.2,59.2,59.6,32.0,63.68,65.52,67.88,49.16,45.6,43.56,47.96,48.56,51.52,51.56,50.84,34.84,54.6,62.24,60.32,32.0,64.64,67.36,67.64,50.12,39.76,43.6,42.96,49.56,49.16,53.52,45.16,34.72,58.36,64.84,58.36
29.6,62.64,62.8,64.0,43.8,37.76,41.88,47.16,40.76,48.6,38.32,48.68,33.72,45.44,51.08,48.04,29.6,61.8,62.24,64.0,43.48,44.76,46.48,48.16,46.4,41.92,50.92,43.32,34.24,46.08,55.76,48.64,29.6,61.28,63.32,64.0,42.76,40.48,46.4,43.12,42.24,42.44,48.32,42.4,33.64,56.56,53.44,52.64,29.6,61.28,62.64,64.16,42.44,46.8,42.6,44.0,44.16,47.88,41.84,48.64,33.8,54.32,55.84,54.92,29.6,60.36,63.52,64.0,42.92,41.64,42.16,42.84,44.44,44.76,46.08,39.6,34.68,56.12,61.4,52.64
37.04,64.52,67.4,67.84,46.4,39.16,39.76,41.08,41.28,41.84,44.72,44.48,34.44,51.04,59.24,60.6,37.04,63.88,65.28,67.84,47.04,48.52,47.92,47.12,48.72,44.76,46.84,43.32,34.52,52.6,56.72,61.2,37.04,64.52,66.52,67.84,46.72,41.76,46.2,44.0,45.48,45.96,46.56,46.08,34.44,58.08,62.04,59.08,37.04,64.52,68.44,68.24,46.6,46.64,49.12,43.92,47.76,45.4,48.12,47.8,34.36,56.36,59.84,64.8,37.04,67.2,67.88,67.84,47.48,40.64,41.24,49.16,44.52,44.84,50.32,44.36,34.2,53.2,65.52,59.96
32.96,62.56,67.32,67.16,44.64,40.08,39.88,39.56,41.64,42.8,34.6,46.76,34.04,54.08,65.32,60.0,32.96,61.88,65.68,67.16,45.16,43.32,43.08,49.32,43.24,52.2,45.48,40.92,35.04,54.48,62.16,54.2,32.96,61.16,66.52,67.16,47.4,44.84,48.64,37.96,46.0,49.16,45.84,43.72,34.16,55.28,61.68,59.04,32.96,61.16,67.76,67.48,46.36,44.56,47.04,46.04,49.52,47.4,47.92,47.6,34.16,55.88,62.8,57.96,32.96,63.48,67.48,67.16,47.44,40.28,43.6,45.12,42.68,54.84,49.28,44.08,33.76,61.0,64.76,57.76
30.12,60.84,63.0,61.76,37.76,38.92,37.8,37.72,40.8,38.68,38.8,43.08,37.68,44.4,52.68,52.8,30.12,61.4,64.16,61.76,38.96,42.12,40.0,43.16,40.24,39.6,39.44,34.24,34.4,48.72,48.32,51.32,30.12,60.72,64.16,61.76,44.92,41.6,41.4,39.08,39.76,42.6,40.4,43.6,35.32,54.4,52.28,48.88,30.12,60.72,63.96,61.12,40.64,39.84,37.88,39.44,42.72,41.76,40.2,40.96,37.08,51.36,52.28,54.88,30.12,61.24,64.04,61.76,38.32,41.96,38.32,38.24,40.2,44.08,46.88,43.36,37.12,54.44,56.2,50.72
31.0,63.32,61.04,61.44,43.24,41.92,46.16,41.84,43.04,42.04,45.04,50.76,35.04,47.68,50.84,48.52,31.0,62.76,61.52,61.44,49.84,45.24,47.68,48.84,49.76,48.64,49.56,47.56,34.56,50.4,52.76,52.6,31.0,62.88,61.44,61.44,47.52,44.92,47.44,43.0,47.88,45.76,49.84,49.04,34.12,52.76,55.48,55.24,31.0,62.88,61.36,61.56,43.4,45.88,43.92,44.8,46.64,44.2,44.84,42.6,34.4,53.4,53.4,54.68,31.0,61.84,61.2,61.44,45.96,46.56,48.12,48.84,48.6,48.12,47.28,46.76,34.44,52.36,60.68,56.04
29.64,53.2,57.64,57.28,43.32,37.4,39.08,33.48,43.56,35.92,38.32,39.4,33.48,43.48,51.04,44.48,29.64,54.72,53.68,57.28,43.72,43.2,39.92,38.76,41.88,39.68,40.4,38.28,35.6,49.08,46.44,48.88,29.64,54.8,56.08,57.28,42.76,39.92,44.0,39.96,44.24,42.28,39.72,40.16,34.28,47.24,48.0,46.4,29.64,54.8,56.68,56.64,43.16,39.24,41.24,39.96,42.24,36.12,39.44,36.28,34.2,48.72,46.0,49.16,29.64,56.88,56.16,57.28,44.56,38.52,33.0,33.96,40.44,42.92,40.24,40.4,33.16,49.0,49.24,50.48
29.88,61.76,60.76,63.64,42.16,41.2,42.44,39.4,44.88,40.4,45.84,43.8,34.64,46.32,52.28,52.52,29.88,61.92,61.8,63.64,47.72,43.04,46.44,46.64,44.88,48.52,43.96,43.48,34.84,47.68,51.52,51.0,29.88,62.36,61.44,63.64,45.2,45.92,45.16,46.84,43.48,39.6,45.4,46.04,34.08,48.96,55.28,50.2,29.88,62.36,59.72,63.4,46.88,41.88,48.96,41.16,45.52,45.24,46.92,42.56,33.88,51.12,53.0,58.72,29.88,62.64,61.04,63.64,44.28,46.68,41.76,46.48,47.2,44.36,47.04,42.68,34.52,55.96,56.24,55.04
28.64,58.32,61.84,63.88,45.08,47.16,43.4,40.6,47.68,42.28,40.96,49.76,32.88,47.72,61.88,55.16,28.64,58.32,61.64,63.88,51.24,48.32,48.08,50.0,51.56,50.52,44.84,43.72,33.28,51.04,55.68,50.8,28.64,58.28,61.24,63.88,48.04,49.96,53.96,46.16,51.6,50.8,47.56,44.12,33.76,49.6,56.72,49.52,28.64,58.28,61.72,64.16,51.0,47.12,43.24,46.32,49.28,46.08,50.4,46.44,33.88,51.56,54.64,54.4,28.64,61.48,61.56,63.88,52.88,48.84,44.96,42.16,52.48,54.16,49.68,44.76,33.16,55.92,58.96,52.56
27.04,58.08,59.08,61.32,45.12,40.56,42.04,40.0,46.48,40.68,43.24,42.64,33.56,46.96,48.68,49.68,27.04,60.84,59.92,61.32,47.76,44.28,45.16,48.36,37.28,46.12,44.76,41.88,34.04,52.56,49.48,49.68,27.04,60.04,59.96,61.32,44.24,47.2,45.56,47.76,43.64,41.96,41.8,48.4,35.6,50.2,52.0,49.12,27.04,60.04,58.72,61.8,40.24,43.88,46.0,48.12,44.08,40.68,42.0,39.68,35.28,50.72,52.76,52.36,27.04,60.52,59.6,61.32,42.2,48.48,45.08,45.4,47.72,45.2,51.4,47.0,33.88,52.44,55.28,51.36
28.84,61.2,59.84,60.6,37.16,45.48,40.88,39.04,43.04,44.72,40.12,44.04,35.36,46.4,51.64,52.4,28.84,61.88,61.44,60.6,40.88,46.52,46.56,39.64,39.72,45.04,41.04,38.48,34.2,44.6,52.84,50.52,28.84,62.56,60.24,60.6,45.56,45.28,48.56,44.16,41.56,45.88,43.08,41.04,34.76,48.84,52.36,52.36,28.84,62.56,59.92,61.04,40.52,40.52,45.04,41.04,42.44,45.92,41.16,45.2,34.68,49.8,54.32,54.28,28.84,62.4,59.68,60.6,41.96,46.4,44.68,41.96,40.96,46.6,43.4,43.64,34.08,49.24,57.88,53.4
31.24,68.6,73.2,73.96,40.32,50.4,43.72,45.6,47.68,48.32,50.16,48.56,34.56,55.16,58.84,61.4,31.24,67.88,71.76,73.96,48.24,49.0,46.12,47.0,49.56,51.4,46.64,49.28,34.32,55.88,62.16,61.76,31.24,69.68,70.64,73.96,47.56,51.88,57.72,50.56,45.76,53.88,46.76,51.76,34.04,54.48,62.84,58.08,31.24,69.68,70.72,74.08,47.92,49.48,48.08,46.92,46.44,49.16,45.96,46.48,33.84,57.96,61.04,62.56,31.24,69.92,71.32,73.96,46.12,52.08,49.2,49.08,51.44,47.64,49.6,51.16,33.96,60.0,66.76,62.88
30.28,68.68,71.64,73.92,45.2,46.88,43.96,40.36,45.84,44.12,48.64,44.12,36.24,47.44,52.68,62.48,30.28,67.64,71.68,73.92,45.04,46.0,51.52,47.24,43.56,47.24,44.88,39.56,34.72,55.16,57.84,61.12,30.28,68.0,72.4,73.92,47.36,47.96,52.2,50.28,47.04,50.32,45.08,55.24,33.84,55.76,60.96,61.04,30.28,68.0,72.16,73.08,45.32,45.88,45.0,47.12,47.8,47.84,45.36,42.84,34.28,59.2,59.76,61.76,30.28,72.36,72.16,73.92,50.0,47.8,43.44,47.92,43.96,47.2,51.44,48.04,34.4,55.8,61.24,60.52
29.92,59.8,63.56,64.6,41.12,43.36,44.24,41.08,42.08,44.12,48.04,47.76,33.16,46.48,58.2,60.56,29.92,60.2,62.68,64.6,45.24,46.28,43.2,45.48,41.4,41.16,45.68,40.12,32.56,55.32,55.32,54.08,29.92,61.72,63.48,64.6,43.8,44.44,48.6,47.48,44.04,46.44,48.04,51.2,33.16,52.84,58.2,53.56,29.92,61.72,62.24,64.92,40.2,44.04,49.04,43.84,42.12,44.44,46.12,44.16,32.72,55.72,58.72,62.28,29.92,61.76,62.92,64.6,46.28,47.12,41.08,45.96,49.16,41.56,48.48,42.6,32.92,59.96,60.24,57.0
28.56,62.48,63.28,62.84,45.0,41.28,41.44,41.08,45.24,44.32,47.28,47.12,33.56,50.0,53.8,57.24,28.56,62.16,61.88,62.84,49.92,46.6,41.08,41.16,50.08,44.64,44.24,40.88,32.4,52.32,56.16,57.56,28.56,61.84,61.4,62.84,49.8,47.0,46.72,41.2,49.44,41.64,42.52,50.24,32.24,51.08,56.64,56.04,28.56,61.84,62.32,62.68,42.12,37.92,44.72,45.72,45.48,50.0,40.24,43.32,32.52,52.08,56.36,58.12,28.56,61.04,61.96,62.84,43.72,42.76,39.48,46.4,49.64,39.76,46.36,45.76,32.92,51.56,54.44,53.48
28.28,51.04,57.16,57.8,41.64,42.4,45.84,46.24,40.12,43.88,45.0,42.84,34.12,45.84,50.64,51.04,28.28,51.72,54.68,57.8,46.8,46.72,42.52,42.88,44.92,45.08,43.44,46.08,33.88,48.88,52.0,45.72,28.28,52.04,54.92,57.8,45.48,44.28,48.8,43.72,42.68,44.64,46.04,42.68,32.44,54.16,51.76,50.28,28.28,52.04,54.56,57.8,43.96,40.68,43.4,43.56,40.16,46.16,40.44,42.28,32.88,52.52,52.28,53.52,28.28,52.56,55.4,57.8,42.24,45.16,43.56,44.6,44.16,43.84,45.44,42.56,32.44,49.44,50.2,49.28
32.36,70.8,70.8,71.96,42.6,39.96,40.6,42.44,41.2,40.12,46.12,40.96,35.16,46.92,57.88,56.2,32.36,71.6,69.88,71.96,43.36,43.52,41.52,45.52,44.84,45.04,44.36,39.72,34.0,54.12,63.36,54.76,32.36,70.92,71.44,71.96,47.52,50.96,47.2,46.64,46.52,38.36,42.96,47.52,33.24,53.36,63.48,60.64,32.36,70.92,71.2,72.12,45.76,44.2,47.88,44.6,41.4,41.2,49.04,43.92,34.28,59.96,62.84,63.76,32.36,71.0,71.32,71.96,47.36,46.76,42.84,50.0,45.32,41.12,49.56,46.72,32.92,57.32,61.44,63.52
27.96,61.84,62.12,62.44,44.04,43.52,44.8,44.04,45.32,41.32,47.08,47.48,34.48,47.96,57.52,54.16,27.96,62.44,61.48,62.44,45.88,45.0,41.76,49.12,47.2,49.32,47.76,43.68,34.68,46.88,53.56,51.72,27.96,61.76,61.72,62.44,47.2,46.84,49.72,46.0,46.72,47.24,46.0,45.04,34.24,52.48,51.12,53.52,27.96,61.76,60.92,62.8,45.52,49.4,45.88,40.36,44.08,42.2,47.04,41.36,34.96,52.04,56.72,59.16,27.96,62.48,61.44,62.44,43.84,45.52,50.2,45.88,44.92,45.2,50.2,44.48,35.56,54.56,59.16,55.52
29.2,57.72,61.52,60.52,43.68,41.12,41.6,39.72,46.2,44.12,39.96,39.8,34.0,48.48,54.24,49.8,29.2,58.72,61.16,60.52,42.4,44.12,42.28,42.84,48.92,41.32,41.36,43.8,33.68,53.96,57.56,54.12,29.2,58.12,62.48,60.52,44.52,45.0,45.76,43.04,45.68,46.08,41.84,45.4,32.36,54.28,59.04,51.08,29.2,58.12,62.2,59.56,40.48,44.64,40.52,41.32,45.96,46.92,43.16,39.6,33.48,51.72,55.2,48.2,29.2,59.88,62.2,60.52,43.28,43.64,41.72,39.48,46.36,44.36,41.24,40.92,33.28,50.08,55.76,58.12
28.44,66.4,67.28,67.28,46.56,47.12,51.84,41.4,49.28,47.44,48.84,50.04,33.96,46.4,57.08,59.6,28.44,66.2,67.64,67.28,48.76,44.2,49.8,46.36,49.56,48.88,52.16,51.16,34.2,53.2,61.68,53.52,28.44,65.96,67.4,67.28,50.8,49.76,49.4,46.56,49.92,48.96,47.04,43.8,33.64,52.12,58.72,54.0,28.44,65.96,67.28,66.28,47.2,47.32,53.08,43.68,49.96,49.28,52.16,45.28,33.52,55.16,62.44,58.64,28.44,65.92,67.92,67.28,45.88,51.52,42.64,53.24,48.16,46.28,49.8,45.16,35.6,59.24,57.8,55.36
31.32,55.64,57.48,57.8,39.8,41.72,44.56,43.8,43.2,41.36,49.76,46.96,33.92,45.68,48.72,54.76,31.32,55.72,54.92,57.8,41.92,45.6,45.12,45.48,47.76,43.32,43.44,42.24,33.68,49.28,48.72,46.16,31.32,56.6,54.72,57.8,44.68,44.84,44.16,47.56,46.24,45.68,47.24,46.56,33.24,46.6,48.92,52.88,31.32,56.6,54.24,57.8,45.12,43.08,47.96,45.76,44.12,41.48,47.64,42.24,33.44,48.52,53.68,52.84,31.32,55.48,54.84,57.8,47.72,43.76,43.2,38.52,42.64,38.88,44.64,35.2,33.92,52.84,53.56,58.32
32.28,60.32,62.44,65.24,44.88,45.88,46.6,42.08,43.72,45.88,50.4,45.88,34.64,50.72,55.04,61.16,32.28,60.28,59.6,65.24,46.4,47.36,47.92,43.8,48.56,50.12,51.16,44.8,34.44,54.0,58.36,49.12,32.28,61.16,59.88,65.24,48.72,54.88,49.0,43.04,48.24,48.08,50.6,48.44,34.12,49.32,57.4,54.28,32.28,61.16,60.16,65.24,44.0,44.88,47.2,44.68,47.76,45.44,44.12,39.92,34.72,54.6,60.52,59.24,32.28,61.8,60.08,65.24,48.68,47.6,44.52,43.16,49.24,40.56,47.04,40.8,34.0,52.52,58.16,61.0
34.0,62.0,64.4,63.28,45.32,45.4,46.84,41.76,44.32,43.68,51.76,43.68,33.96,44.28,54.44,52.48,34.0,62.44,62.8,63.28,44.16,46.48,48.84,50.32,47.96,49.48,50.16,38.36,34.48,49.64,52.56,55.68,34.0,62.48,62.0,63.28,49.44,45.24,48.68,40.44,43.28,48.72,48.96,47.28,33.24,51.56,53.16,54.8,34.0,62.48,62.4,63.28,49.76,49.08,50.72,41.28,44.72,47.08,48.76,46.32,34.12,50.44,57.12,57.0,34.0,62.28,62.12,63.28,47.64,48.24,49.92,42.92,48.56,44.96,44.0,46.52,33.2,52.88,58.36,55.32
31.32,58.44,61.36,61.68,45.36,39.8,45.28,39.48,47.0,41.56,49.6,40.72,36.2,45.56,51.88,53.52,31.32,57.32,61.64,61.68,45.0,47.28,46.2,42.16,47.92,44.92,49.04,42.4,36.92,51.6,56.4,51.04,31.32,56.92,61.4,61.68,44.8,46.88,47.32,43.56,44.76,44.84,43.52,48.56,36.52,50.64,52.8,50.72,31.32,56.92,59.76,61.68,41.36,46.6,48.84,41.68,40.64,42.96,47.4,42.52,34.8,49.96,57.52,61.16,31.32,57.72,61.04,61.68,45.24,44.88,47.72,47.56,45.4,42.64,50.4,41.44,35.88,52.92,58.68,58.04
31.16,57.84,64.0,63.8,42.2,43.68,44.68,44.84,42.92,38.4,45.4,43.08,33.6,49.16,57.88,56.52,31.16,57.92,62.92,63.8,44.44,43.48,46.48,46.16,46.36,44.04,42.36,42.24,34.0,53.52,60.48,55.28,31.16,60.24,62.48,63.8,48.04,46.8,50.36,45.12,42.68,45.16,45.64,46.2,34.92,55.36,56.2,55.52,31.16,60.24,62.92,63.8,40.16,48.04,46.72,46.08,44.4,44.64,48.56,45.48,33.16,52.92,61.56,57.52,31.16,62.0,62.84,63.8,48.84,44.04,41.16,45.0,46.32,44.2,47.96,42.24,32.6,54.88,61.6,54.0
29.88,60.96,62.56,63.48,40.16,43.68,43.0,41.76,43.76,46.4,51.52,51.28,38.2,47.64,54.2,56.32,29.88,62.52,63.08,63.48,43.8,49.12,48.44,47.16,48.0,48.76,47.28,47.08,37.52,48.84,54.08,51.8,29.88,62.52,62.56,63.48,43.92,50.08,51.6,42.72,44.88,47.4,47.72,44.84,38.96,51.08,57.6,55.2,29.88,62.52,62.56,63.48,39.68,53.44,47.76,46.68,45.76,43.8,46.12,45.08,38.84,50.68,54.68,55.72,29.88,62.84,62.32,63.48,44.96,41.76,49.28,53.2,47.0,45.32,47.48,45.36,36.48,52.08,58.36,54.08
31.08,62.44,63.12,63.24,44.6,48.8,41.84,54.92,48.28,48.92,49.56,47.64,36.24,48.6,53.8,59.52,31.08,63.6,63.64,63.24,45.08,51.8,47.52,48.32,49.8,51.44,47.48,50.0,34.16,50.16,56.68,47.0,31.08,62.96,63.56,63.24,50.12,50.2,51.48,46.4,46.68,48.92,52.32,47.28,34.76,51.8,60.64,47.36,31.08,62.96,63.52,63.24,53.24,50.24,49.68,46.04,50.08,47.8,48.56,46.64,34.76,53.92,58.76,52.72,31.08,63.44,63.32,63.24,51.8,49.08,50.04,50.84,46.88,40.44,48.04,50.92,33.16,54.6,60.0,51.32
31.6,55.76,58.12,58.16,46.96,36.64,37.44,42.32,44.16,42.08,45.6,41.12,33.84,40.52,46.96,47.84,31.6,55.72,58.56,58.16,46.28,47.08,42.52,45.04,48.4,44.36,45.76,43.12,33.04,51.08,47.28,49.4,31.6,55.28,58.4,58.16,46.88,42.72,43.72,39.72,43.52,42.96,45.04,46.56,33.08,45.88,50.56,51.12,31.6,55.28,58.56,58.16,45.6,43.92,45.4,41.16,46.48,40.72,42.24,42.88,34.24,49.04,53.04,45.2,31.6,58.36,58.44,58.16,42.72,47.88,44.8,45.32,46.64,40.8,47.6,42.4,33.64,50.08,54.52,52.0
31.16,60.48,60.64,62.36,41.68,43.08,46.44,46.48,44.04,44.36,40.32,49.48,35.76,45.0,55.72,52.88,31.16,60.8,60.96,62.36,40.12,41.76,44.76,39.0,45.28,46.2,44.68,39.72,36.52,51.92,55.04,53.6,31.16,60.6,61.56,62.36,47.12,50.16,41.2,41.64,44.64,46.2,42.72,45.4,34.76,52.0,57.92,51.88,31.16,60.6,60.36,62.36,40.16,48.44,44.12,39.88,45.4,43.48,43.36,43.12,35.56,57.76,57.6,51.52,31.16,63.48,61.24,62.36,44.76,41.24,41.04,45.2,46.64,42.28,43.2,41.92,34.64,56.56,58.28,49.64
