"(0, 1000, 'greedy', 0, 1)","(0, 1000, 'greedy', 0, 5)","(0, 1000, 'greedy', 0, 10)","(0, 1000, 'greedy', 0, 20)","(0, 1000, 'constant-epsilon', 0.1, 1)","(0, 1000, 'constant-epsilon', 0.1, 5)","(0, 1000, 'constant-epsilon', 0.1, 10)","(0, 1000, 'constant-epsilon', 0.1, 20)","(0, 1000, 'epsilon_greedy', 0.1, 1)","(0, 1000, 'epsilon_greedy', 0.1, 5)","(0, 1000, 'epsilon_greedy', 0.1, 10)","(0, 1000, 'epsilon_greedy', 0.1, 20)","(0, 1000, 'boltzmann_exploration', 1.5, 1)","(0, 1000, 'boltzmann_exploration', 1.5, 5)","(0, 1000, 'boltzmann_exploration', 1.5, 10)","(0, 1000, 'boltzmann_exploration', 1.5, 20)","(0.25, 1000, 'greedy', 0, 1)","(0.25, 1000, 'greedy', 0, 5)","(0.25, 1000, 'greedy', 0, 10)","(0.25, 1000, 'greedy', 0, 20)","(0.25, 1000, 'constant-epsilon', 0.1, 1)","(0.25, 1000, 'constant-epsilon', 0.1, 5)","(0.25, 1000, 'constant-epsilon', 0.1, 10)","(0.25, 1000, 'constant-epsilon', 0.1, 20)","(0.25, 1000, 'epsilon_greedy', 0.1, 1)","(0.25, 1000, 'epsilon_greedy', 0.1, 5)","(0.25, 1000, 'epsilon_greedy', 0.1, 10)","(0.25, 1000, 'epsilon_greedy', 0.1, 20)","(0.25, 1000, 'boltzmann_exploration', 1.5, 1)","(0.25, 1000, 'boltzmann_exploration', 1.5, 5)","(0.25, 1000, 'boltzmann_exploration', 1.5, 10)","(0.25, 1000, 'boltzmann_exploration', 1.5, 20)","(0.5, 1000, 'greedy', 0, 1)","(0.5, 1000, 'greedy', 0, 5)","(0.5, 1000, 'greedy', 0, 10)","(0.5, 1000, 'greedy', 0, 20)","(0.5, 1000, 'constant-epsilon', 0.1, 1)","(0.5, 1000, 'constant-epsilon', 0.1, 5)","(0.5, 1000, 'constant-epsilon', 0.1, 10)","(0.5, 1000, 'constant-epsilon', 0.1, 20)","(0.5, 1000, 'epsilon_greedy', 0.1, 1)","(0.5, 1000, 'epsilon_greedy', 0.1, 5)","(0.5, 1000, 'epsilon_greedy', 0.1, 10)","(0.5, 1000, 'epsilon_greedy', 0.1, 20)","(0.5, 1000, 'boltzmann_exploration', 1.5, 1)","(0.5, 1000, 'boltzmann_exploration', 1.5, 5)","(0.5, 1000, 'boltzmann_exploration', 1.5, 10)","(0.5, 1000, 'boltzmann_exploration', 1.5, 20)","(0.75, 1000, 'greedy', 0, 1)","(0.75, 1000, 'greedy', 0, 5)","(0.75, 1000, 'greedy', 0, 10)","(0.75, 1000, 'greedy', 0, 20)","(0.75, 1000, 'constant-epsilon', 0.1, 1)","(0.75, 1000, 'constant-epsilon', 0.1, 5)","(0.75, 1000, 'constant-epsilon', 0.1, 10)","(0.75, 1000, 'constant-epsilon', 0.1, 20)","(0.75, 1000, 'epsilon_greedy', 0.1, 1)","(0.75, 1000, 'epsilon_greedy', 0.1, 5)","(0.75, 1000, 'epsilon_greedy', 0.1, 10)","(0.75, 1000, 'epsilon_greedy', 0.1, 20)","(0.75, 1000, 'boltzmann_exploration', 1.5, 1)","(0.75, 1000, 'boltzmann_exploration', 1.5, 5)","(0.75, 1000, 'boltzmann_exploration', 1.5, 10)","(0.75, 1000, 'boltzmann_exploration', 1.5, 20)","(1, 1000, 'greedy', 0, 1)","(1, 1000, 'greedy', 0, 5)","(1, 1000, 'greedy', 0, 10)","(1, 1000, 'greedy', 0, 20)","(1, 1000, 'constant-epsilon', 0.1, 1)","(1, 1000, 'constant-epsilon', 0.1, 5)","(1, 1000, 'constant-epsilon', 0.1, 10)","(1, 1000, 'constant-epsilon', 0.1, 20)","(1, 1000, 'epsilon_greedy', 0.1, 1)","(1, 1000, 'epsilon_greedy', 0.1, 5)","(1, 1000, 'epsilon_greedy', 0.1, 10)","(1, 1000, 'epsilon_greedy', 0.1, 20)","(1, 1000, 'boltzmann_exploration', 1.5, 1)","(1, 1000, 'boltzmann_exploration', 1.5, 5)","(1, 1000, 'boltzmann_exploration', 1.5, 10)","(1, 1000, 'boltzmann_exploration', 1.5, 20)"
30.68,57.56,60.92,60.72,30.0,50.88,55.56,55.92,31.04,51.2,55.44,56.04,32.88,34.28,33.12,30.84,30.68,56.52,61.12,60.72,29.92,50.88,56.68,55.6,30.96,50.92,56.64,55.72,33.52,34.92,35.6,31.52,30.68,56.84,61.36,60.72,30.0,50.4,56.08,54.32,31.04,51.68,55.76,55.72,33.52,36.2,38.48,33.96,30.68,56.84,60.6,60.72,29.92,51.4,56.24,53.36,30.84,51.56,56.68,55.96,33.52,35.12,35.0,34.96,30.68,58.88,61.12,60.72,29.68,54.48,55.16,49.48,30.4,54.44,55.12,53.88,32.88,38.36,33.8,38.44
29.16,50.08,55.84,57.08,29.0,46.36,46.28,49.6,29.12,45.8,45.88,48.44,32.76,31.0,32.36,31.88,29.16,51.64,55.32,57.08,28.88,46.36,46.44,49.76,29.0,45.88,46.28,48.76,33.52,33.96,33.28,32.28,29.16,51.28,55.2,57.08,29.0,45.12,45.56,51.44,29.12,43.92,45.24,49.28,33.52,35.24,35.08,34.0,29.16,51.28,54.44,57.08,28.88,45.24,45.36,49.72,28.96,44.88,45.68,49.32,33.52,33.44,33.6,30.64,29.16,52.0,55.44,57.08,29.76,45.84,47.64,50.12,29.24,45.92,47.92,49.24,33.16,35.44,32.72,28.76
28.52,52.96,57.56,58.2,29.48,48.68,51.16,48.56,29.56,47.6,50.88,49.4,32.52,33.76,30.68,28.04,28.52,52.64,57.48,58.2,29.32,48.48,50.52,48.52,29.4,48.2,50.12,49.36,32.52,35.48,31.56,29.2,28.52,53.2,57.16,58.2,29.48,46.96,48.76,47.88,29.56,45.52,48.36,48.6,32.52,35.8,35.24,31.76,28.52,53.2,56.32,58.2,29.32,46.44,48.56,50.56,29.44,45.36,50.04,49.64,32.52,33.68,36.04,34.72,28.52,56.32,56.8,58.2,29.32,45.76,46.16,47.68,29.4,45.36,47.36,48.32,32.6,35.4,34.36,35.4
30.76,66.44,66.2,67.72,30.72,53.96,55.12,56.96,30.72,54.16,53.48,56.48,32.36,31.96,30.24,29.16,30.76,65.96,65.08,67.72,30.64,54.76,55.12,56.68,30.64,54.2,54.24,55.92,32.36,31.88,32.4,30.08,30.76,65.96,65.6,67.72,30.72,54.08,54.04,54.44,30.72,53.84,54.36,56.36,32.36,31.76,37.36,34.32,30.76,65.96,66.08,67.72,30.64,54.68,54.12,52.24,30.72,52.84,53.52,55.08,32.36,35.28,41.2,35.76,30.76,65.36,65.72,67.72,31.04,54.24,53.0,51.48,31.12,53.24,52.84,53.0,32.44,37.32,38.68,37.08
30.28,57.16,59.6,62.08,33.12,49.44,49.32,49.36,33.36,50.12,51.52,50.12,33.32,30.72,31.4,27.4,30.28,57.6,60.76,62.08,32.96,49.2,51.68,50.0,33.2,49.84,52.64,50.12,33.32,29.68,35.04,29.84,30.28,59.92,58.28,62.08,33.12,48.96,48.2,49.04,33.36,48.96,49.12,49.92,33.32,30.24,38.12,35.0,30.28,59.92,55.44,62.08,32.96,48.76,50.72,49.56,33.16,49.36,51.64,53.0,33.32,30.28,36.16,37.8,30.28,59.36,57.72,62.08,33.04,50.28,50.56,47.68,32.96,50.08,53.2,51.64,33.44,33.24,36.6,38.08
29.96,62.24,60.16,61.44,32.4,49.48,53.0,52.32,32.64,49.68,50.36,49.6,32.92,30.8,31.64,29.8,29.96,57.92,57.84,61.44,32.44,49.08,51.44,52.76,32.52,49.28,51.64,50.4,34.08,32.48,32.36,28.68,29.96,58.12,58.08,61.44,32.56,49.2,51.04,53.36,32.64,49.64,51.04,52.88,34.08,32.16,35.0,32.2,29.96,58.12,60.64,61.44,32.44,48.48,51.8,49.88,32.64,48.68,51.28,49.8,34.08,32.28,36.12,35.8,29.96,58.84,60.64,61.44,32.36,47.64,50.08,47.0,32.0,46.96,49.56,47.72,33.2,36.28,36.16,35.8
34.04,57.68,58.04,58.52,32.64,49.88,51.36,52.52,32.76,50.84,52.4,52.04,33.12,32.88,31.12,26.48,34.04,57.56,56.08,58.52,32.88,49.44,51.52,49.72,32.68,50.56,51.36,50.08,33.12,33.92,32.36,27.04,34.04,57.88,56.48,58.52,32.96,48.96,47.84,47.88,32.76,50.16,48.8,50.0,33.12,31.8,33.6,31.76,34.04,57.88,57.2,58.52,32.88,49.48,50.4,49.6,32.92,49.16,49.88,49.88,33.12,32.96,32.96,37.4,34.04,57.16,56.88,58.52,32.96,48.56,49.2,46.04,32.24,47.64,47.8,48.68,33.36,37.32,35.48,35.6
30.24,57.92,61.32,62.04,31.84,44.8,47.56,49.2,31.8,45.76,48.92,48.64,33.6,31.04,29.08,29.24,30.24,59.76,62.68,62.04,32.16,45.12,45.36,46.72,31.92,45.48,46.12,46.76,33.6,31.72,34.24,31.0,30.24,60.28,62.52,62.04,32.04,44.68,44.24,46.72,31.8,45.16,45.64,46.76,33.6,32.64,36.36,35.32,30.24,60.28,61.52,62.04,32.16,44.56,46.88,45.16,32.04,44.44,46.08,47.76,33.6,30.48,35.72,37.92,30.24,60.8,62.08,62.04,32.0,44.6,44.2,43.4,31.52,43.68,45.24,44.92,33.88,38.8,37.84,34.04
32.92,71.8,73.36,73.6,33.88,55.48,55.4,55.68,33.96,54.56,55.36,56.52,33.88,34.2,34.56,25.56,32.92,69.6,69.64,73.6,33.92,56.52,54.44,56.6,33.8,56.24,55.32,55.72,33.88,33.4,37.28,28.88,32.92,69.0,70.64,73.6,34.08,56.76,55.2,56.12,33.96,56.52,56.36,57.32,33.88,33.48,35.36,33.72,32.92,69.0,72.92,73.6,33.92,56.8,57.72,56.8,34.0,56.0,56.88,55.72,33.88,34.12,35.56,36.12,32.92,68.28,72.72,73.6,33.56,57.68,56.24,54.56,33.36,55.92,57.24,57.6,34.16,35.04,36.44,36.2
33.32,60.8,58.72,61.68,34.72,58.16,58.0,55.84,34.8,57.84,56.04,55.44,32.64,34.4,31.4,29.12,33.32,60.52,58.08,61.68,34.76,58.52,55.8,56.4,34.68,57.92,57.64,56.08,32.56,34.48,36.36,30.04,33.32,60.2,58.12,61.68,34.88,57.6,55.44,57.84,34.8,57.68,58.4,55.2,32.56,34.32,37.4,35.16,33.32,60.2,58.36,61.68,34.76,55.84,57.76,58.16,34.68,56.4,58.36,54.56,32.56,32.56,37.96,38.84,33.32,58.76,58.48,61.68,33.92,54.2,53.56,56.88,35.44,55.24,53.72,52.88,32.84,35.32,40.88,38.4
30.88,57.08,59.56,61.32,32.48,48.96,47.2,47.64,31.92,48.76,49.04,46.84,33.4,32.0,31.16,28.28,30.88,59.88,59.92,61.32,32.72,49.08,46.92,44.12,31.84,49.2,48.36,44.96,33.4,33.28,30.28,31.04,30.88,62.08,59.84,61.32,32.8,48.24,46.08,46.64,31.92,50.12,45.64,47.52,33.4,32.6,37.32,35.8,30.88,62.08,60.04,61.32,32.72,49.6,47.52,47.52,32.16,49.28,48.04,48.04,33.4,31.2,36.92,34.32,30.88,62.08,59.68,61.32,32.52,49.92,49.56,45.96,32.36,47.6,50.12,47.84,33.44,34.92,34.24,32.44
31.12,63.24,63.8,65.72,33.88,55.48,56.96,57.08,33.96,55.76,56.56,57.32,32.76,35.24,30.24,28.84,31.12,63.84,63.88,65.72,33.92,55.24,57.8,56.2,33.92,55.96,59.0,57.64,32.76,33.72,32.76,35.48,31.12,64.92,64.16,65.72,33.96,53.84,57.72,55.08,33.96,56.24,57.32,57.64,32.96,34.16,34.92,36.12,31.12,64.92,64.16,65.72,33.92,55.64,58.64,57.68,34.16,55.92,59.24,56.36,32.96,36.48,37.6,40.4,31.12,65.44,63.88,65.72,34.4,53.96,58.76,54.68,34.16,54.6,59.12,57.64,33.44,41.08,37.84,39.84
28.96,66.16,63.72,65.16,30.92,48.84,50.2,51.72,30.6,48.96,49.08,51.2,33.0,31.68,30.8,27.24,28.96,65.64,63.52,65.16,31.2,49.8,50.36,49.48,30.56,48.96,50.04,48.4,32.72,33.4,31.96,32.04,28.96,66.88,63.04,65.16,31.24,48.68,49.08,49.24,30.6,49.04,50.68,48.52,32.72,33.84,38.16,34.52,28.96,66.88,63.4,65.16,31.2,49.52,49.96,50.32,30.84,49.12,48.56,48.48,32.72,29.72,38.32,41.6,28.96,66.08,63.24,65.16,31.88,50.2,47.12,48.56,31.92,48.92,50.08,47.6,33.08,36.88,38.16,35.88
28.48,63.72,65.56,65.12,32.6,50.56,55.76,55.96,32.0,50.68,55.48,57.32,33.04,36.28,33.64,29.08,28.48,63.8,66.12,65.12,32.8,50.48,53.96,54.88,31.84,50.44,53.6,57.12,33.36,37.8,37.76,32.72,28.48,63.12,66.36,65.12,32.96,53.0,53.24,56.12,32.0,52.08,53.32,57.24,33.36,37.28,36.84,33.56,28.48,63.12,64.6,65.12,32.8,51.16,52.76,51.6,32.08,51.64,55.4,54.76,33.36,38.16,36.56,33.04,28.48,64.72,66.04,65.12,32.84,52.0,54.2,55.32,31.84,50.96,57.08,54.08,33.64,40.88,37.88,34.8
30.68,62.8,67.12,69.68,30.16,55.84,55.08,55.12,29.92,55.84,53.2,54.36,33.56,34.72,31.88,29.2,30.68,62.64,65.56,69.68,30.2,57.32,55.24,54.12,29.8,56.52,55.16,55.72,33.56,34.76,33.0,32.2,30.68,62.56,66.4,69.68,30.32,56.76,53.88,53.72,29.92,55.0,55.36,53.2,33.56,35.72,36.28,35.24,30.68,62.56,64.64,69.68,30.2,52.64,55.4,55.64,30.0,52.32,55.4,56.88,33.56,33.4,35.44,35.76,30.68,62.72,66.04,69.68,29.88,51.72,56.0,55.88,30.48,51.92,54.6,55.16,33.72,34.92,35.64,35.24
29.56,59.28,56.92,58.48,32.16,46.76,46.32,44.2,32.04,46.8,45.84,44.24,31.92,30.92,29.0,26.4,29.56,57.68,57.24,58.48,32.64,46.6,44.48,44.8,31.96,47.72,44.64,45.48,31.92,32.28,28.6,28.76,29.56,58.12,56.6,58.48,32.72,47.32,43.88,47.76,32.04,48.88,45.0,47.72,31.92,34.88,35.48,31.56,29.56,58.12,57.28,58.48,32.64,47.56,42.64,47.92,32.44,49.0,45.28,46.92,31.92,32.08,38.92,37.52,29.56,58.8,57.04,58.48,32.04,48.04,44.84,47.0,31.76,47.72,45.92,47.32,31.96,36.68,39.44,39.04
30.92,67.44,66.16,67.04,35.76,57.96,55.44,53.84,33.84,58.08,55.92,53.8,33.2,34.16,32.12,27.44,30.92,66.76,66.96,67.04,35.68,59.92,56.32,56.32,33.68,59.84,57.4,54.52,33.2,34.8,36.64,29.6,30.92,66.08,67.36,67.04,35.84,58.64,55.72,58.92,33.84,58.8,57.2,56.56,33.2,36.36,37.96,35.64,30.92,66.08,67.12,67.04,35.44,57.64,55.6,56.36,33.44,57.68,55.16,56.36,33.2,38.52,38.2,38.28,30.92,67.64,66.96,67.04,32.36,56.64,55.92,54.96,32.84,56.16,57.8,55.08,33.36,42.6,41.72,42.0
36.24,60.4,60.52,60.48,34.0,54.4,49.8,50.52,33.56,54.52,50.72,51.2,32.6,31.92,31.52,30.72,36.24,60.52,59.44,60.48,34.16,52.96,48.36,51.08,33.48,52.88,51.8,49.8,32.6,32.08,34.92,27.6,36.24,61.12,59.36,60.48,34.24,52.64,50.28,53.6,33.56,53.32,52.04,52.36,32.6,31.0,36.88,32.16,36.24,61.12,59.24,60.48,33.84,52.8,50.6,50.52,33.44,52.6,50.08,51.76,32.6,32.52,38.04,35.6,36.24,60.56,59.52,60.48,33.44,50.08,52.84,48.92,33.4,52.0,50.64,50.28,32.76,40.16,40.88,38.68
31.24,65.24,67.64,67.96,31.2,51.8,54.76,52.6,31.04,51.76,56.76,53.36,34.44,34.2,30.08,28.64,31.24,62.56,64.96,67.96,31.64,52.88,54.84,52.12,31.2,51.8,55.72,50.44,33.64,33.64,36.0,31.44,31.24,62.08,66.08,67.96,31.48,53.2,53.88,52.92,31.04,52.0,54.16,54.4,33.64,36.52,35.12,37.24,31.24,62.08,67.36,67.96,31.36,53.12,55.72,52.4,31.2,52.48,55.24,49.36,33.64,37.32,39.04,45.88,31.24,61.56,67.6,67.96,31.04,53.88,53.44,51.88,31.12,53.84,54.8,55.24,33.72,40.68,39.32,42.84
29.48,53.68,55.28,57.04,33.64,43.28,45.4,44.04,34.48,43.56,46.0,42.64,33.44,35.12,33.56,27.96,29.48,53.44,52.28,57.04,33.96,46.4,44.52,45.0,34.36,44.96,44.8,43.96,33.44,33.44,33.96,28.72,29.48,53.56,52.52,57.04,34.08,46.4,45.4,46.8,34.48,45.24,45.4,46.56,33.44,34.6,37.84,32.56,29.48,53.56,53.0,57.04,33.8,46.72,46.24,45.52,34.68,46.76,45.68,44.6,33.44,35.28,36.24,37.12,29.48,54.6,53.24,57.04,33.6,47.56,46.4,46.12,33.56,46.12,47.52,42.76,33.68,37.44,36.84,35.24
28.64,63.2,65.12,66.76,31.32,55.0,54.32,56.64,31.16,54.2,55.12,55.24,33.24,34.92,32.76,29.96,28.64,62.92,63.6,66.76,31.56,54.56,57.52,59.72,31.12,53.72,57.12,56.2,33.24,34.12,34.88,32.2,28.64,63.36,64.4,66.76,31.6,51.68,57.16,53.16,31.16,53.96,57.4,54.96,33.24,34.32,38.28,37.44,28.64,63.36,64.52,66.76,32.4,53.44,55.56,52.32,32.28,54.32,56.16,52.6,33.24,33.0,39.8,43.04,28.64,63.2,64.6,67.08,32.28,57.4,50.72,52.92,31.84,58.2,51.48,55.88,33.52,40.8,40.44,36.72
30.96,56.4,57.32,58.48,32.2,53.92,55.68,53.32,32.2,53.56,59.32,55.08,32.76,30.88,30.12,27.4,30.96,56.72,58.2,58.48,32.32,54.2,56.24,51.32,32.0,54.24,56.8,53.52,32.76,30.64,30.8,30.88,30.96,56.2,58.2,58.48,32.52,54.88,57.28,52.6,32.2,55.6,58.8,55.24,32.76,32.0,36.24,33.28,30.96,56.2,57.0,58.48,32.04,55.68,54.36,50.72,31.96,55.2,58.32,54.96,32.76,32.44,35.28,33.36,30.96,59.6,58.12,58.8,31.8,53.12,53.64,54.52,31.6,53.36,53.12,55.56,33.2,34.64,36.72,36.04
32.88,64.24,63.52,64.2,31.08,56.04,58.76,56.8,32.24,55.84,58.04,54.12,31.88,35.0,33.56,26.96,32.88,65.2,64.32,64.2,31.0,55.76,58.44,58.92,32.08,55.72,56.84,55.88,31.88,36.2,37.4,28.8,32.88,65.72,63.56,64.2,31.16,54.76,55.52,55.88,32.24,56.12,54.48,56.6,31.88,38.28,41.28,36.08,32.88,65.72,63.6,64.2,31.0,55.64,56.64,56.32,31.8,55.2,58.08,56.2,31.88,39.92,42.88,39.6,32.88,64.84,63.28,64.28,31.76,54.68,55.04,54.72,31.72,54.16,55.04,57.12,32.2,37.6,40.28,38.64
33.28,54.56,62.16,63.0,35.24,49.2,50.76,52.88,33.76,50.24,50.88,52.4,33.44,34.4,32.4,26.28,33.28,55.64,61.48,63.0,35.44,49.68,53.16,54.36,33.76,50.48,53.32,53.6,33.48,33.48,37.32,31.36,33.28,56.6,61.56,63.0,35.44,49.96,51.56,49.6,33.76,49.8,52.96,50.04,33.48,32.76,38.8,34.76,33.28,56.6,61.56,63.0,35.68,47.64,49.76,50.04,33.84,47.92,48.84,48.56,33.48,33.24,37.4,40.0,33.28,60.08,61.32,62.96,35.76,49.04,49.32,50.8,34.32,48.56,50.12,50.68,33.56,37.64,40.16,39.84
33.16,64.44,63.12,64.52,33.84,50.32,48.8,48.48,34.04,50.48,49.48,48.84,33.2,30.68,32.76,27.12,33.16,63.24,61.72,64.52,34.2,50.36,48.84,47.6,34.08,50.48,48.92,49.0,33.2,31.84,36.04,29.16,33.16,62.72,62.24,64.52,34.16,49.88,47.8,50.0,34.04,49.96,48.92,49.32,33.2,32.76,35.96,35.44,33.16,62.72,63.2,64.52,34.56,48.6,52.56,50.24,34.36,48.28,52.52,49.28,33.2,32.6,38.2,38.08,33.16,62.08,63.04,63.88,34.96,48.68,49.56,52.24,34.08,47.12,50.12,49.64,33.4,35.84,38.84,36.0
31.52,54.16,53.28,53.6,32.12,41.0,43.64,43.84,32.92,40.96,45.0,44.44,32.48,33.72,30.6,27.56,31.52,53.92,53.88,53.6,31.84,41.24,42.12,43.4,32.88,40.96,41.56,43.84,32.48,34.92,32.64,28.4,31.52,54.36,53.44,53.6,31.88,43.76,42.4,45.96,32.92,42.84,42.56,46.36,32.48,33.48,31.28,34.04,31.52,54.36,52.72,53.6,31.88,41.68,45.52,45.36,32.28,41.84,44.92,42.92,32.48,32.44,34.0,36.96,31.52,54.32,53.32,52.44,31.6,42.44,41.8,45.12,33.96,41.2,43.16,44.56,32.52,33.28,38.8,31.36
30.88,62.2,64.08,64.68,31.32,54.56,49.44,50.88,31.68,54.8,51.4,51.76,33.84,33.92,32.52,29.12,30.88,60.8,62.48,64.68,31.6,54.68,53.56,49.32,31.56,54.8,54.16,50.52,33.08,35.12,34.96,31.24,30.88,61.48,61.96,64.68,31.56,51.8,49.64,48.08,31.68,52.12,52.4,50.88,33.08,34.8,36.24,33.8,30.88,61.48,62.0,64.68,31.92,49.96,48.68,47.44,31.84,51.72,48.72,51.88,33.08,34.32,38.0,41.12,30.88,63.2,63.08,63.4,33.12,50.84,46.32,49.92,31.72,52.28,49.52,47.56,33.32,37.28,44.4,37.4
29.76,70.64,72.52,73.12,31.36,57.08,62.88,57.72,31.56,57.8,62.2,60.44,33.72,34.92,34.4,28.32,29.76,69.96,70.68,73.12,31.48,56.16,60.6,60.0,31.48,57.8,57.92,59.08,33.72,37.08,36.16,31.4,29.76,69.56,72.64,73.12,31.56,58.0,58.12,56.12,31.56,58.64,57.44,53.32,33.72,37.32,43.24,42.44,29.76,69.56,70.92,73.12,31.76,54.44,57.92,54.12,31.72,54.16,54.76,53.72,33.72,36.0,43.76,39.08,29.76,69.92,73.0,73.56,31.44,54.64,56.44,52.4,31.64,51.6,59.68,53.16,34.12,40.36,49.08,42.64
29.76,61.68,62.04,64.84,32.32,50.48,47.36,48.88,32.12,51.24,48.6,51.6,34.12,33.28,29.84,29.56,29.76,59.88,59.04,64.84,32.28,49.28,44.56,50.36,32.0,51.0,44.96,52.28,34.12,34.52,35.68,31.72,29.76,60.44,58.76,64.84,32.4,48.6,44.2,51.32,32.12,49.12,51.88,50.88,34.12,33.04,33.28,36.6,29.76,60.44,60.52,64.84,33.04,48.4,50.24,44.24,32.56,48.44,50.76,47.44,34.12,30.0,38.24,36.36,29.76,62.72,60.16,65.08,34.44,47.44,47.16,48.76,32.48,47.12,47.68,52.4,34.36,32.92,42.28,37.24
33.8,60.16,63.6,65.52,33.6,50.2,54.24,52.96,33.64,52.52,55.04,57.52,33.4,34.24,31.36,29.84,33.8,62.68,64.68,65.52,33.6,51.2,58.24,53.36,33.36,53.4,55.48,52.44,33.4,36.32,38.32,36.28,33.8,62.6,64.36,65.52,33.88,50.16,54.4,53.24,33.64,53.56,57.68,50.96,33.4,37.6,38.52,39.12,33.8,62.6,64.56,65.52,33.92,50.84,56.36,48.28,33.96,53.28,53.8,52.24,33.4,35.8,40.16,41.84,33.8,67.32,64.08,65.8,33.6,51.6,55.6,50.84,34.0,50.68,53.96,51.2,33.68,37.32,45.6,43.56
27.76,53.28,51.84,53.4,31.68,45.88,38.12,37.88,31.8,46.08,38.92,39.8,33.28,32.84,28.56,26.0,27.76,52.92,52.2,53.4,31.16,45.32,40.24,37.92,31.72,45.56,36.56,39.36,33.28,33.24,30.84,30.2,27.76,53.56,51.44,53.4,31.24,45.52,41.6,41.68,31.8,45.72,41.16,39.2,33.28,33.04,33.36,33.64,27.76,53.56,52.04,53.4,31.36,43.64,43.04,41.24,31.36,45.92,42.0,42.08,33.28,34.8,32.96,36.24,27.76,53.48,51.88,53.2,31.44,42.68,40.24,42.16,31.12,43.72,40.68,40.28,33.56,35.44,35.4,34.6
31.6,62.76,63.04,64.84,29.04,50.48,43.48,48.04,29.24,50.0,44.36,49.2,32.16,33.16,30.16,27.88,31.6,62.84,63.92,64.84,29.36,49.4,46.48,47.28,29.32,50.92,47.48,47.0,32.24,32.24,34.8,30.48,31.6,62.04,64.16,64.84,29.28,51.6,46.92,50.2,29.24,51.56,47.72,49.72,32.24,33.52,34.76,32.56,31.6,62.04,63.04,64.84,29.6,49.64,51.6,45.0,29.76,49.76,49.32,47.0,32.24,34.84,36.4,37.88,31.6,62.4,63.68,63.68,30.4,51.6,49.4,46.56,30.64,50.64,48.04,46.08,32.44,37.44,39.16,32.6
33.08,62.32,67.4,68.08,31.24,50.72,49.0,50.32,31.4,51.44,49.12,47.72,32.64,34.0,30.4,31.4,33.08,62.36,65.24,68.08,31.08,50.76,54.36,51.84,31.24,50.52,54.8,51.64,32.56,34.64,33.68,32.64,33.08,62.72,65.4,68.08,31.24,50.64,49.56,53.2,31.4,50.36,49.32,50.84,32.56,37.64,39.32,36.64,33.08,62.72,64.12,68.08,31.44,48.64,49.16,46.0,31.32,48.0,48.44,50.4,32.56,37.84,38.92,37.12,33.08,63.76,65.32,68.0,31.56,48.04,51.12,47.76,31.68,49.16,47.92,49.28,32.96,40.92,40.08,41.2
28.92,54.64,58.8,59.36,30.44,50.28,47.76,46.6,31.08,49.96,49.44,49.28,32.88,36.48,31.32,28.12,28.92,53.8,56.48,59.36,30.2,52.76,49.64,46.12,31.08,49.56,47.64,48.64,32.92,36.2,37.48,32.2,28.92,54.52,56.24,59.36,30.2,52.04,47.44,47.72,31.08,51.48,47.24,49.56,32.92,34.92,38.76,34.2,28.92,54.52,57.92,59.36,30.64,52.32,49.72,44.92,30.92,50.52,45.32,45.04,32.92,33.6,37.68,34.92,28.92,54.88,57.44,59.24,30.6,53.04,47.4,45.56,30.88,49.2,43.4,47.12,33.2,32.6,39.48,34.6
35.88,68.4,68.04,68.96,30.0,55.68,55.92,57.16,31.36,55.84,55.96,57.28,34.16,33.96,31.32,29.52,35.88,68.24,66.16,68.96,30.12,55.6,55.32,54.4,31.28,54.6,56.12,59.16,34.2,35.64,33.68,34.24,35.88,69.92,66.92,68.96,30.2,54.4,52.04,53.12,31.36,56.0,51.56,54.52,34.2,33.2,33.6,36.12,35.88,69.92,67.0,68.96,30.56,54.16,54.52,49.92,31.16,55.48,53.92,54.76,34.2,36.96,35.52,37.8,35.88,69.48,66.96,68.96,30.68,51.52,54.68,46.48,32.2,53.84,51.16,45.92,34.56,36.56,41.56,34.44
28.84,58.92,58.08,61.0,30.48,42.76,49.72,49.24,30.84,42.92,49.36,47.08,32.96,34.24,30.24,30.36,28.84,59.76,59.24,61.0,30.96,41.92,47.2,47.56,30.44,41.56,49.16,47.04,33.04,33.16,32.84,29.52,28.84,60.72,58.04,61.0,30.76,46.6,48.12,44.32,30.52,43.36,45.48,42.72,33.04,33.84,38.2,34.04,28.84,60.72,56.64,61.0,30.68,43.44,51.04,43.76,30.68,43.64,48.12,45.92,33.04,34.6,35.4,37.52,28.84,60.2,57.64,61.0,31.32,46.24,52.64,46.72,31.16,45.72,48.52,45.28,33.4,39.2,43.08,32.36
30.6,68.52,71.52,70.84,30.8,55.36,56.48,57.6,30.76,60.28,53.28,57.76,33.0,37.6,32.0,28.68,30.6,68.4,70.56,70.84,31.08,56.96,49.8,57.84,30.76,59.24,47.76,55.4,33.04,38.0,35.64,33.76,30.6,68.08,70.96,70.84,30.76,56.08,53.72,50.08,30.76,57.08,52.68,50.36,33.04,36.92,35.52,38.4,30.6,68.08,71.36,70.84,30.76,55.12,55.88,47.84,30.6,56.64,51.56,52.76,33.04,38.48,41.8,37.92,30.6,68.8,71.12,70.84,32.32,56.92,55.2,51.92,31.84,55.72,52.88,58.52,33.32,42.76,42.8,38.36
